Term	Overlap	P.value	Adjusted.P.value	Gene_count	Gene_ratio	Genes
Cardiomyopathy, Dilated	62/419	2.2501182392785e-11	3.38496048169722e-09	62	0.147971360381862	CSRNP1;CD40;CDKN1B;HSPB6;FHL1;HSPB7;LDB3;SLC2A4;PKD2;SYNE1;NR3C2;EDNRA;EDNRB;TMEM43;SGCA;CTSK;KDR;TIMP3;SPEG;CD34;TIMP4;TGM2;KCNH2;TMOD1;MYOCD;TPM2;TPM1;GAB1;LIFR;ABCC9;TNFRSF1B;AR;MMRN1;PRKAR1A;MYZAP;CRYAB;VCL;CTF1;LAMA2;LAMA4;LTBP4;NEXN;CRMP1;COX7A1;CNN1;PDLIM3;PLN;GRK5;DMD;NCAM1;FLNC;KCNN3;PDLIM5;CAP2;MAPK3;FN1;NR2F2;FBXO32;DES;AXL;LIMS2;FBN1
Rheumatoid Arthritis	177/1833	2.38937616688746e-11	3.5179751223109e-09	177	0.0965630114566285	RIPOR2;STEAP4;CLSTN2;FAM107A;PLAT;NR3C1;ETS1;FGF2;CLU;EFEMP2;LGALS2;FGF7;ZFP36;EDNRA;EDNRB;MYC;KDR;ENPP2;ENPP1;JUNB;MAP3K5;TGM2;CMKLR1;PDGFRA;IGFBP5;IGFBP4;SERPINF1;MITF;SLC51B;HLA-E;AR;SFRP1;EMCN;TXNIP;PGR;MGARP;ERG;FKBP5;ABCG2;ABCB1;CALCRL;EPAS1;LY96;FOXO4;FOXO1;ABO;HSD11B1;SOCS2;GRK5;CALD1;PDGFD;A2M;STAT5A;STAT5B;EGR1;JUN;EGR2;VCAM1;SMAD3;GADD45B;MAGEE1;TIPARP;CAV2;ZBTB16;TNFSF12;RARRES2;MCAM;PDE2A;FN1;NR2F1;SELE;NR4A2;SELP;BST1;NR4A1;CXCL12;NR4A3;CILP;CREBRF;SNAI2;HOXD4;HOXD9;HOXD8;GSDME;NRP1;ROBO3;CRISP2;CD40;BTG2;CDKN1B;CPQ;FLT4;HSPB8;FHL1;ARRB1;HSPB3;PKD1;ADAMTS5;THBD;CA3;ADGRE5;CSRP1;CTSK;MRC1;TIMP2;TIMP3;TPSAB1;CD34;DUSP1;TRPC1;TSC22D3;TACR2;APOA1;FOS;TACR1;TNFRSF1B;NGF;CYP7B1;KLF15;ASPN;MMRN1;TAL1;ALDH1A2;KCNMA1;ALDH1A1;PECAM1;MMP19;CDC42EP1;GAS6;ASPA;DDR2;ENG;VWA7;PPP1R15A;CX3CR1;HDAC5;RAMP2;TNXB;LRP1;PTGER2;PRELP;LTC4S;THBS1;DNAJB4;PDPN;S1PR1;CD59;SLIT3;NCAM1;PDLIM7;JAM3;RUNX1T1;JAZF1;MAPK3;SNCA;MAP3K3;IL33;GABBR1;CCL23;GSN;CCL21;TIE1;IL34;PLA2G2A;VEGFC;VEGFD;SOD3;TBX3;KLF2;ENOX1;FABP3;DES;FOSB;CD248;TEK;RECK;ZNF334
Coronary heart disease	105/913	3.43377654016079e-11	4.95036117873181e-09	105	0.11500547645126	IRS1;PROS1;PLAT;IRS2;NR3C1;ETS1;CLU;NR3C2;LGALS2;EDNRA;GJA4;LEPR;KDR;ENPP1;SVEP1;MEF2C;CD93;SERPINF1;HSPG2;AR;SFRP4;PROCR;MAF;PLPP3;ZFPM2;JCAD;CES1;SLC22A3;ABCB1;GATA6;CACNA1C;FOXO1;ABO;HSD11B1;APOD;EGR1;SMAD3;CAV1;INSR;EPHX2;FN1;NR2F2;SMARCA2;SELE;SELP;CXCL12;CPE;NES;FBN1;SRPX;ROBO3;CD40;THRA;CITED2;ITGB3;TCF21;LDB2;PEAR1;LITAF;CHRDL1;THBD;ADAMTS1;CD34;BHMT2;APOA1;ABCC9;FOS;TNFRSF1B;TGFBR2;ACTA2;KAT2B;F8;MMRN1;PALLD;COL6A1;PECAM1;CASQ2;CDH13;PPP1R12B;CX3CR1;ADH1B;NEXN;LTC4S;TFPI;THBS1;FLNA;CD59;NCAM1;CCL19;FILIP1L;JAZF1;MAPK3;IL33;BCHE;KCNJ8;CCL21;PLA2G2A;ADAM33;SOD3;TBX3;KLF2;MIR145;DLC1;MGP;HSPA1A
Malignant neoplasm of pancreas	177/1846	4.28176318377216e-11	6.0468982105517e-09	177	0.0958829902491874	IRS1;PLAT;IRS2;HNMT;CLDN1;ETS1;FGF2;CLU;ELK3;FGF7;ZFP36;EFEMP1;CCND2;MYC;SOX15;SLCO2B1;RPS6KA2;DPYSL3;KDR;ENPP1;CYP1B1;JUNB;MAP3K5;TGM2;PRIMA1;KCNH2;PDGFRB;DYNC2H1;PDGFRA;GABARAPL1;SERPINF1;PRKCA;MITF;HSPG2;TM4SF1;HIC1;DKK3;AR;CLDN5;TIAM1;SFRP1;TXNIP;SPARCL1;PGR;ATF3;FKBP5;ABCG2;SLC22A3;ABCB1;CALCRL;EPAS1;GATA6;TWIST2;GATA5;NDRG2;NTS;ZBTB4;FOXO1;ABO;MAP3K20;IGFBP7;NGFR;STAT5B;EGR1;PRNP;CBX7;JUN;SMAD3;MAGEE1;TIPARP;CAV1;INSR;FN1;NR2F2;SMARCA2;SELE;PBX1;GADD45G;SELP;NR4A1;CXCL12;CPE;TCF4;FXYD5;NES;FERMT2;ACVRL1;NRP1;ROBO3;CRISP2;CNTNAP1;NRP2;CD40;CDKN1B;COL14A1;FLT4;CELF2;HSPB3;SLC2A4;PKD2;PKD1;GLI3;GHR;MRC2;THBD;ADAMTS1;MRC1;TIMP2;EDIL3;CD34;KLF11;PPP1R12A;PEG3;DUSP1;GFRA1;FOS;TACR1;TNFRSF1B;NGF;ASPN;DCN;RHOB;TGFBR2;ZEB2;ZEB1;MMRN1;PALLD;DPYD;CRY2;ALDH1A1;RGN;PECAM1;CDH13;COL6A3;GAS6;ENG;RBMS3;KANK2;ITIH5;CX3CR1;TAGLN;LRP1;SATB1;ADH1B;CRMP1;THBS1;NT5E;ALDH1B1;PDPN;FLNA;SNCG;DMD;SLIT2;FILIP1L;PDLIM5;MAPK3;MAP3K3;IL33;GABBR1;GSN;F10;CCL21;VEGFC;VEGFD;PTPN13;KLF4;SOD3;KLF2;TBX2;SULF2;PER1;PER3;MIR145;WT1;AXL;FOSB;RECK
Liver Cirrhosis	85/683	5.59203002927242e-11	7.73936956051302e-09	85	0.124450951683748	ACVRL1;CALCOCO2;ELN;ARRB1;ADARB1;SLC2A4;HSPB3;CLU;FGF2;GLI2;AQP1;NR3C2;GHR;FGF7;EDNRA;EDNRB;MYC;BOC;TIMP2;KDR;ENPP2;TIMP3;CD34;TGM2;PDGFRA;SERPINF1;APOA1;NGF;TNFRSF1B;CYP7B1;HSPG2;HIC1;DKK3;ACTA2;AR;F8;ZEB1;MMRN1;SELENOP;RGN;PECAM1;SERPING1;CDH13;PDE5A;ENG;ABCG2;CX3CR1;ABCB1;PDE1B;ADH1B;GLT8D2;TFPI;THBS1;NT5E;PDGFD;SNCG;NCAM1;A2M;SNCA;NGFR;BCHE;EGR1;SMAD3;VCAM1;CAVIN2;MCAM;CAV1;RARRES2;PLA2G2A;FN1;NR1D2;SMARCA2;LYVE1;KLF2;SELP;KLF6;BCL6B;KLF9;NOSTRIN;CPE;TCF4;SPRY1;CHPT1;FMOD;FBN1
Marfan Syndrome	22/73	1.13280455960736e-10	1.53706030440842e-08	22	0.301369863013699	SMAD3;LRP1;ELN;LTBP2;PKD1;THBS1;DCN;FBLN5;MYLK;TGFBR2;ACTA2;MFAP5;EFEMP2;MMRN1;ADAMTSL4;TIMP2;TIMP3;FLNA;MYH11;CD34;PRKG1;FBN1
Central neuroblastoma	161/1655	1.28265073700173e-10	1.70691213462538e-08	161	0.0972809667673716	EPHB6;SLC23A2;IRS1;FAM107A;PLAT;NR3C1;ETS1;FGF2;CLU;EDNRA;CCND2;EDNRB;DPYSL2;MYC;LEPR;KDR;ENPP2;JUNB;MAP3K5;TGM2;CHGB;KCNH2;PDGFRB;PDGFRA;IGFBP5;IGFBP4;MIR27B;EBF1;NPY1R;ANK2;PRKCA;LIFR;HIC1;DKK3;AR;TIAM1;SFRP1;SERPING1;ZFPM2;NBL1;ATF3;ABCG2;ABCB1;MAOB;SLC45A1;EPAS1;MAOA;ITPR1;NDRG2;NTS;FOXO1;NDN;APOD;CYTL1;IGFBP7;IGFBP6;STAT5A;HAGLR;NGFR;STAT5B;EGR1;PRNP;JUN;EGR2;VCAM1;HAND2-AS1;TIPARP;CAV2;CAV1;FN1;FLI1;PBX1;NR4A2;CXCL12;NR4A3;SNAI2;TCF4;OSBPL1A;HOXD9;NES;HOXD8;ITM2B;ACVRL1;SNAP25;NRP1;CRISP2;CD40;CDKN1B;HSPB6;LRRK2;FLT4;TRH;HSPB3;NRGN;GLI2;NCS1;MRC1;TIMP2;CD34;PEG3;TRPC1;SH2D3C;EMP3;FOS;GAB2;TNFRSF1B;DUSP26;NGF;NAALADL1;TGFBR3;MMRN1;ALDH1A2;PECAM1;GAS1;CDH13;ASPA;HBEGF;RBMS3;CX3CR1;HDAC5;NFIX;LRP1;PTGER2;PRUNE2;CRMP1;HSD17B6;THBS1;DEPP1;EFS;PDPN;SCN7A;CD59;NCAM1;SLIT2;PDLIM5;MAPK3;SNCA;BCHE;CCL21;NEGR1;CAVIN3;PLA2G2A;VEGFD;SNCAIP;KLF4;MEIS2;SULF2;FABP3;KLF6;MEIS1;PER3;MIR145;DES;PI15;FOSB;CD248;CHPT1;TEK;RECK;RAMP1;HSPA1A
Asthma	135/1313	1.31696563959004e-10	1.7195098539553e-08	135	0.102817974105103	GALNT17;GIMAP4;HNMT;NR3C1;CLDN1;ETS1;FGF2;MYLK;RGS5;RGS2;ZFP36;EDNRA;EDNRB;LEPR;KDR;ENPP1;PAMR1;JUNB;TGM2;TNS1;CPA3;PDGFRB;TLE4;PDGFRA;POSTN;CLEC11A;LIFR;AR;FRMD6;CRISPLD2;CDIP1;TXNIP;SERPING1;TLN1;ATF3;FKBP5;ITPR1;LY96;LPP;ABO;HRH1;DPP6;GRK5;KCNMB1;MYH11;A2M;STAT5A;STAT5B;EGR1;PRNP;JUN;VCAM1;SMAD3;TIPARP;ZBTB16;CAV1;MCAM;FN1;CRIM1;HSPA12B;SELE;SELP;BST1;ARHGAP31;CXCL12;NR4A3;CD200;FBXL7;CD40;CDKN1B;BNC2;HSPB6;ITGB3;ELN;HSPB3;LRRC32;THBD;ADAMTS1;CTSK;ANXA6;FCER1A;TIMP3;CTSG;TPSAB1;CD34;PRKG1;LYNX1;PPP1R12A;DUSP1;TSC22D3;GAB1;TACR2;APOA1;FOS;TACR1;TNFRSF1B;NGF;DCN;TGFBR2;TGFBR3;KAT2B;MMRN1;PECAM1;MMP19;PPP1R12B;GAS6;RBMS3;CX3CR1;TAGLN;AHNAK;SYNPO2;PTGER2;PTGER3;LTC4S;THBS1;SLC7A2;S1PR1;FYN;FLNC;CCL19;MAPK3;IL33;GSN;F10;CCL21;PLA2G2A;ADAM33;SORBS1;SOD3;MIR145;AXL;FOSB;ACKR1;RECK;RAMP1
Neuroblastoma	164/1698	1.45333588417753e-10	1.86242302194602e-08	164	0.0965842167255595	EPHB6;SLC23A2;IRS1;FAM107A;PLAT;NR3C1;ETS1;FGF2;CLU;EDNRA;CCND2;EDNRB;DPYSL2;MYC;LEPR;KDR;ENPP2;JUNB;MAP3K5;TGM2;CHGB;KCNH2;PDGFRB;PDGFRA;IGFBP5;IGFBP4;MIR27B;EBF1;NPY1R;ANK2;PRKCA;LIFR;HIC1;DKK3;AR;TIAM1;SFRP1;SERPING1;ZFPM2;NBL1;ATF3;ABCG2;ABCB1;MAOB;SLC45A1;EPAS1;MAOA;ITPR1;NDRG2;NTS;FOXO1;NDN;APOD;CYTL1;IGFBP7;IGFBP6;STAT5A;HAGLR;NGFR;STAT5B;EGR1;PRNP;JUN;EGR2;VCAM1;HAND2-AS1;TIPARP;CAV2;CAV1;FN1;FLI1;PBX1;NR4A2;CXCL12;NR4A3;SNAI2;TCF4;OSBPL1A;HOXD9;NES;HOXD8;ITM2B;ACVRL1;SNAP25;NRP1;CRISP2;CD40;BTG2;CDKN1B;HSPB6;LRRK2;FLT4;TRH;HSPB3;NRGN;GLI2;NCS1;MRC1;TIMP2;CD34;PEG3;TRPC1;SH2D3C;EMP3;FOS;GAB2;TNFRSF1B;DUSP26;NGF;NAALADL1;TGFBR3;MMRN1;ALDH1A2;PECAM1;GAS1;CDH13;ASPA;HBEGF;RBMS3;CX3CR1;HDAC5;NFIX;SLC24A3;LRP1;PTGER2;PRUNE2;CRMP1;HSD17B6;THBS1;DEPP1;EFS;PDPN;SCN7A;CD59;NCAM1;SLIT2;PDLIM5;MAPK3;SNCA;BCHE;CCL21;NEGR1;CAVIN3;PLA2G2A;VEGFC;VEGFD;SNCAIP;KLF4;MEIS2;SULF2;FABP3;KLF6;MEIS1;PER3;MIR145;DES;PI15;FOSB;CD248;CHPT1;TEK;RECK;RAMP1;HSPA1A
Cerebrovascular accident	91/768	1.6049766689827e-10	2.01935246352005e-08	91	0.118489583333333	ACVRL1;ROBO3;CD40;CDKN1B;ELN;ITGB3;HTR2B;HBB;PLAT;HSPB3;CLDN1;SLC8A1;NR3C2;GHR;THBD;EDNRA;EDNRB;SH3PXD2A;ADAMTS1;TIMP2;KDR;TIMP3;ENPP1;CD34;MAP3K5;TGM2;EGFL7;APOA1;ANK2;HBA2;NGF;ACTA2;TGFBR3;CLDN5;PROCR;F8;MAG;ADCY9;MMRN1;KCNMA1;PDE5A;GAS6;PLPP3;ENG;ABCG2;CX3CR1;ABCB1;LRP1;MAOA;ADH1B;HSD17B6;LTC4S;THBS1;ABO;HRH1;CALD1;PDGFD;FLNA;MAP6;APOD;TSPAN2;TPPP;TBL1X;A2M;RUNX1T1;AOC3;BCHE;EGR1;PRNP;SMAD3;VCAM1;TIPARP;ZBTB16;CAV1;EPHX2;PLA2G2A;SORBS1;SELE;TBX3;KLF2;NR4A2;SELP;PTPRB;CXCL12;LRCH1;AXL;TEK;NES;RAMP1;GSDME;HSPA1A
Benign Prostatic Hyperplasia	60/420	2.00987931277481e-10	2.47683166773066e-08	60	0.142857142857143	PAGE4;CDKN1B;THRB;ELN;PROS1;FLT4;CLU;FGF2;ETS1;GLI2;AKAP12;FGF7;EDNRA;EDNRB;ADAMTS1;MYC;KDR;ENPP2;CYP1B1;TIMP3;ENPP1;IGFBP5;DUSP1;TPM1;TM4SF1;DKK3;AR;SFRP1;KCNMA1;ALDH1A1;TXNIP;PDE5A;ERG;ATF3;VCL;SLC22A3;ABCB1;SATB1;HAAO;GATA6;NDRG2;THBS2;THBS1;IGFBP7;FYN;CCL19;A2M;PPP1R14A;EGR1;JUN;CAV1;KLF4;FLI1;KLF6;DLC1;CREBRF;HOXD3;SSBP2;RECK;HSPA1A
Cardiomegaly	33/159	2.04016481301514e-10	2.47683166773066e-08	33	0.207547169811321	THRB;CTF1;NPR1;RRAD;ELN;HTR2B;HBB;SLC2A4;FGF2;MYLK;CCND2;AKT3;CYP1B1;MYH11;DMD;CLIC2;PRKG1;MAPK3;MYOCD;SMAD3;VCAM1;KCNJ8;CAV1;TRPC1;GAB1;PRKCA;ABCC9;TGFBR2;ACTA2;MFAP5;GAS6;VCL;FBN1
Tumor Progression	191/2090	3.79479913087756e-10	4.50667347144526e-08	191	0.0913875598086124	SPON2;IRS1;PROS1;LOXL4;IRS2;CLDN1;ETS1;FGF2;CLU;NR3C2;RGS5;EFEMP2;ZFP36;EDNRA;EFEMP1;CCND2;EDNRB;MYC;RPS6KA2;AKT3;LEPR;KDR;ENPP2;CYP1B1;JUNB;TGM2;KCNH2;PDGFRB;PDGFRA;GABARAPL1;IGFBP4;IL11RA;SERPINF1;MIR27B;DIO3;MITF;NPNT;HSPG2;HIC1;DKK3;HLA-E;AR;TIAM1;SFRP1;CCDC80;RAB31;SPARCL1;PGR;ERG;ATF3;ABCG2;SLC22A3;ABCB1;EPAS1;GATA6;NDRG2;NTS;SOCS2;CALD1;PDGFD;IGFBP7;STAT5A;NGFR;STAT5B;EGR1;PRNP;CBX7;JUN;VCAM1;SMAD3;CAV2;FZD4;CAV1;MCAM;FZD7;INSR;FN1;NR2F2;SELE;FLI1;GADD45G;NR4A2;BST1;NR4A1;DAB2;CXCL12;ID4;SNAI2;CPE;TCF4;FXYD5;NES;FERMT2;CD200;ACVRL1;NRP1;CRISP2;NRP2;CD40;BTG2;BTG1;CDKN1B;ITGB3;FLT4;TGFB1I1;TCF21;ARRB1;HSPB3;GLI2;AKAP12;THBD;TMEM43;ADGRE5;ADAMTS1;SLC22A17;CTSK;MRC1;PRX;TIMP3;EDIL3;EGFL7;PEG3;DUSP1;GAB1;APOA1;FOXL2;FOS;GAB2;TACR1;NGF;DCN;TGFBR2;ITPKB;TGFBR3;ZEB2;ZEB1;MMRN1;DPYD;ADGRF5;ALDH1A1;MMP19;CDH13;GAS6;ANGPTL1;ENG;HBEGF;RBMS3;TAGLN;TNXB;LRP1;LAMA2;SATB1;LAMA4;PTGER2;THBS2;TFPI;THBS1;NT5E;DNAJB4;ATOH8;PDPN;FLNA;STOM;SNCG;DMD;FYN;CD59;NCAM1;SLIT2;PDLIM7;MAPK3;MAP3K3;IL33;CAVIN3;VEGFC;VEGFD;PTPN13;KLF4;TBX2;SULF2;MFAP5;PER1;KLF6;MIR145;DES;WT1;AXL;DLC1;MGP;FOSB;RECK
Diaphragmatic Hernia	20/64	3.84239501178136e-10	4.50667347144526e-08	20	0.3125	PDGFRA;THRB;VCAM1;THRA;LRP1;KCNB1;ELN;GATA6;NR2F2;FGF2;EDNRA;FGF7;EDNRB;WT1;KCNMA1;TIMP2;SLIT3;ZFPM2;EDIL3;FREM1
Glioblastoma Multiforme	97/854	3.97413378185284e-10	4.58350096173694e-08	97	0.113583138173302	EPHB6;ADARB1;CLDN1;CLU;FGF2;AQP1;FGF7;EDNRA;EFEMP1;SOX18;MYC;AKT3;KDR;ENPP2;JUNB;PDK2;TGM2;KCNH2;PDGFRB;PDGFRA;POSTN;IGFBP4;PRKCA;HIC1;DKK3;AR;SFRP1;ATF3;ABCG2;SLC22A3;ABCB1;GYPC;PDE1C;EPAS1;RRAD;GATA6;LTBP4;IGFBP7;APOBEC3C;NGFR;CBX7;JUN;CBX6;SMAD3;TIPARP;FZD4;FN1;CXCL12;TCF4;NES;NRP1;CD40;NRP2;ITGB3;HSPB8;NRGN;SYNE1;ADGRE5;ADAMTS1;CTSK;MRC1;EMP3;FOS;NGF;TGFBR2;ZEB2;ZEB1;ALDH1A1;PECAM1;GAS1;PDE5A;GAS6;ARHGEF6;RBMS3;CX3CR1;SATB1;FGL2;NTN4;CRMP1;THBS1;DEPP1;NT5E;SLIT2;PDLIM5;MAPK3;BCHE;VEGFD;MAPK11;KLF6;PER3;MIR145;WT1;AXL;FOSB;TACC1;TEK;RECK
Alzheimer's Disease	182/1982	7.38691251009276e-10	8.37990730653145e-08	182	0.0918264379414733	SPON1;IRS1;PLAT;IRS2;ADARB1;NR3C1;CLDN1;FGF2;CLU;SLC8A1;NR3C2;ELK3;AQP1;RGS2;DPYSL2;MYC;CFL2;DPYSL3;ENPP2;PDE8B;JUNB;TGM2;CHGB;CMKLR1;PDGFRB;CADPS2;MEF2C;IGFBP5;SERPINF1;LIFR;HSPG2;EID1;AR;CLDN5;OLFM1;FRMD6;PRKAR1A;MAP1A;SERPING1;MGARP;MASP1;ERG;NPTXR;CES1;FKBP5;ABCG2;ENPEP;ABCB1;MAOB;MAOA;STXBP1;ITPR1;LTBP2;NDRG2;NTS;FOXO1;ABO;HSD11B1;SOCS2;ARHGAP20;APH1B;RRAS;GRK5;APOD;IGFBP7;TPPP;A2M;NGFR;EGR1;PRNP;JUN;EGR2;VCAM1;TIPARP;FZD4;CAV1;INSR;FN1;DSTN;NR4A2;BST1;CXCL12;NR4A3;FES;CPE;FXYD6;NES;FERMT2;CD200;FBXL7;ITM2B;SNAP25;CD40;SYNM;CDKN1B;THRA;HSPB6;CALCOCO2;CPQ;ITGB3;LRRK2;FLT4;CELF2;HSPB8;HSPB3;SLC2A4;MEOX2;NRGN;SYNE1;SGCA;CTSK;NCS1;ANXA6;TIMP2;TIMP3;CD34;TIMP4;PSD;MYOCD;DST;ARHGEF15;TACR2;APOA1;GFRA1;ABCC9;FOS;GAB2;TNFRSF1B;NGF;CYP7B1;DCN;TGFBR2;ALDH1A2;KCNMA1;PECAM1;PDE5A;CRYAB;SHANK3;RBMS3;PPP1R15A;CX3CR1;RAMP2;CTF1;NFIX;LRP1;PTGER2;AMIGO2;PTGER3;NTN4;CRMP1;HSD17B6;SH3BP5;FLNA;SNCG;DMD;FYN;CD59;SLIT3;SLIT2;CCL19;APBB1;JAM2;RUNX1T1;MAPK3;SNCA;AOC3;IL33;BCHE;GABBR1;GSN;CCL21;KCNB1;PLCL1;PLA2G2A;SNCAIP;PER1;FABP3;PER3;WT1;FOSB;PDE7B;HSPA1A
Malignant neoplasm of lung	215/2449	8.52304494590211e-10	9.51281790736171e-08	215	0.087790935075541	EPHB6;DIXDC1;ADARB1;CLDN1;ANTXR1;MYLK;ELK3;AQP1;HERC5;EDNRA;RASSF2;EDNRB;TMEM88;SOX18;DPYSL2;MYC;SOX15;RPS6KA2;AKT3;DPYSL3;KDR;CYP1B1;JUNB;PRIMA1;TSPYL2;RBFOX2;SERPINF1;PRKCA;TM4SF1;AR;SFRP1;FEZ1;TXNIP;SERPING1;MYL9;ATF3;CES1;TSPYL5;SLC22A3;ABCB1;EPAS1;RRAD;GATA6;GATA5;ABO;PDGFD;EPB41L3;TSPAN2;A2M;STAT5A;STAT5B;EGR1;JUN;AFAP1L2;GADD45B;INSR;FN1;RASSF8;NR2F2;SMARCA2;HSPA12B;GADD45G;SNAI2;HOXD3;CD22;NRP1;NRP2;CD40;BTG2;CLIC4;CDKN1B;ELN;TCF21;MEOX2;GLIPR1;CTSK;MRC1;TIMP2;TIMP3;LYNX1;DUSP1;GAB1;EMP3;FOS;GAB2;ZEB2;ZEB1;CDC42EP3;DPYD;MMP19;GAS6;ANGPTL1;DDR2;ENG;HBEGF;RAMP2;TAGLN;SATB1;PTGER2;HSD17B6;ABI3BP;FLNA;CD59;CCL19;JAM3;MAP3K3;IL33;GSN;CCL21;CAVIN3;VEGFC;VEGFD;SULF2;PER1;WT1;AXL;DLC1;ZYX;FOSB;HSPA1A;IRS1;TUSC1;PLAT;IRS2;NR3C1;ETS1;FGF2;CLU;ZFP36;EFEMP1;CCND2;LEPR;TGM2;PDGFRB;SCARA3;POSTN;IGFBP5;IGFBP4;MIR27B;GEM;PROCR;SELENOP;PGR;ERG;VCL;ABCG2;HTRA3;NTS;LPP;FOXO1;FBLN5;SOCS2;MAP3K20;IGFBP7;IGFBP6;WNT4;CRTAP;SMAD3;ZBTB16;CAV1;EPHX2;FBXO32;NR4A2;NR4A1;DAB2;CXCL12;CPE;TCF4;NES;CRISP2;CPQ;ITGB3;FLT4;ARRB1;HSPB3;PKD1;ADAMTS5;THBD;DACT3;PTGIS;DST;TRPC1;APOA1;NGF;TGFBR2;COL6A1;ALDH1A1;PECAM1;ITGA7;CDH13;RBMS3;ITIH5;CX3CR1;LRP1;CRMP1;TFPI;THBS1;RASD2;DNAJB4;SCN7A;SNCG;SLIT3;NCAM1;SLIT2;MAPK3;PLA2G2A;PTPN13;KLF4;SOD3;NFASC;KLF6;MIR145;NEURL1;CHPT1;RECK
Thyroid carcinoma	84/721	1.89523660345492e-09	2.08175195173143e-07	84	0.116504854368932	NRP1;CD40;NRP2;BTG1;CDKN1B;THRB;THRA;ELN;LRRK2;CLU;FGF2;ETS1;EDNRA;RASSF2;CCND2;ADGRE5;ADAMTS1;MYC;SLCO2B1;AKT3;TIMP2;KDR;ENPP2;TIMP3;SLC16A2;JUNB;TIMP4;PRIMA1;POSTN;TRPC1;PRKCA;FOS;NGF;PJA2;DKK3;AR;ZEB1;CCDC80;MMRN1;PRKAR1A;ALDH1A1;PECAM1;TXNIP;PDE5A;GAS6;PLPP1;SLC22A3;ABCB1;LTBP2;NDRG2;THBS1;TCEAL4;ABI3BP;PDPN;FYN;NCAM1;SLIT3;METTL7A;SLIT2;PDLIM7;WNT4;MAPK3;CBX7;JUN;AFAP1L2;SMAD3;VCAM1;CCL21;TIPARP;CAV1;FN1;VEGFC;VEGFD;SELE;SOD3;NR4A1;MIR145;WT1;SNAI2;FOSB;TEK;RECK;RAMP1;FBN1
Primary malignant neoplasm of lung	200/2268	2.67637084689563e-09	2.8938259782059e-07	200	0.0881834215167548	EPHB6;DIXDC1;ADARB1;CLDN1;ANTXR1;MYLK;AQP1;HERC5;EDNRA;RASSF2;EDNRB;TMEM88;SOX18;DPYSL2;MYC;SOX15;RPS6KA2;AKT3;DPYSL3;KDR;CYP1B1;PRIMA1;TSPYL2;RBFOX2;SERPINF1;PRKCA;HSPG2;TM4SF1;AR;SFRP1;FEZ1;TXNIP;MYL9;ATF3;TSPYL5;SLC22A3;ABCB1;EPAS1;RRAD;GATA5;ABO;EPB41L3;TSPAN2;STAT5B;EGR1;JUN;AFAP1L2;GADD45B;MAGEE1;INSR;FN1;RASSF8;NR2F2;SMARCA2;HSPA12B;GADD45G;SNAI2;HOXD3;CD22;NRP1;NRP2;CD40;BTG2;CLIC4;CDKN1B;ELN;MEOX2;GLIPR1;CTSK;MRC1;TIMP2;TIMP3;LYNX1;DUSP1;GAB1;EMP3;GAB2;ZEB2;ZEB1;CDC42EP3;MMP19;GAS6;ANGPTL1;DDR2;ENG;HBEGF;RAMP2;TAGLN;SATB1;PTGER2;HSD17B6;ABI3BP;FLNA;CD59;CCL19;JAM3;MAP3K3;IL33;GSN;CCL21;CAVIN3;VEGFC;VEGFD;SULF2;PER1;WT1;AXL;DLC1;ZYX;HSPA1A;IRS1;TUSC1;PLAT;IRS2;NR3C1;ETS1;FGF2;CLU;ZFP36;EFEMP1;LEPR;TGM2;PDGFRB;SCARA3;POSTN;IGFBP5;IGFBP4;MIR27B;GEM;PROCR;PGR;ERG;VCL;ABCG2;HTRA3;NTS;LPP;FOXO1;FBLN5;SOCS2;MAP3K20;IGFBP7;IGFBP6;WNT4;CRTAP;SMAD3;ZBTB16;CAV1;EPHX2;FBXO32;NR4A2;NR4A1;DAB2;CXCL12;TCF4;NES;CRISP2;CPQ;ITGB3;FLT4;ARRB1;HSPB3;PKD1;ADAMTS5;THBD;DACT3;PTGIS;DST;TRPC1;NGF;TGFBR2;ALDH1A1;PECAM1;ITGA7;CDH13;RBMS3;ITIH5;CX3CR1;LRP1;CRMP1;TFPI;THBS1;RASD2;DNAJB4;SCN7A;SNCG;SLIT3;NCAM1;SLIT2;MAPK3;PLA2G2A;PTPN13;KLF4;SOD3;NFASC;KLF6;MIR145;NEURL1;CHPT1;RECK
