Term	Overlap	P.value	Adjusted.P.value	Gene_count	Gene_ratio	Genes
negative regulation of cell migration (GO:0030336)	24/144	3.87936073348794e-06	0.0002721195219963	24	0.166666666666667	ACVRL1;NGFR;CLIC4;IGFBP5;LRP1;CITED2;TPM1;CHRD;MITF;ADARB1;ATP1B2;PODN;FGF2;RHOB;CLDN5;SFRP1;DLC1;DPYSL3;CYP1B1;SLIT2;PHLDB2;RECK;VCL;ENG
supramolecular fiber organization (GO:0097435)	43/351	4.97985918260934e-06	0.000340925879487646	43	0.122507122507123	CEP126;COL15A1;TNXB;COL16A1;COL14A1;LMOD1;STMN3;LOXL4;DPT;LTBP2;FBLN5;EFEMP2;APH1B;MPRIP;CYP1B1;MYH11;EMILIN1;PGM5;TPPP;CGNL1;SNCA;TMOD1;CRTAP;GSN;DST;TPM2;TMOD2;TPM1;APOA1;SNCAIP;HSPG2;RHOB;CLIP3;MFAP4;DES;KATNAL1;MAP7D3;COL6A2;COL6A1;COL4A6;COL6A3;ITM2B;DDR2
extracellular matrix assembly (GO:0085029)	9/24	5.03700755075061e-06	0.000340925879487646	9	0.375	MFAP4;RAMP2;EFEMP2;TNXB;NTN4;EMILIN1;MYH11;GAS6;FBLN5
regulation of vascular associated smooth muscle cell proliferation (GO:1904705)	11/37	6.12498921149996e-06	0.000407417385827015	11	0.297297297297297	CNN1;EFEMP2;JUN;MEF2C;CDKN1B;NR4A3;IGFBP5;ADAMTS1;TPM1;FGF2;PRKG1
regulation of cell death (GO:0010941)	19/102	7.46699036908778e-06	0.000488265234643062	19	0.186274509803922	PACRG;CDKN1B;LRP1;LRRK2;HTR2B;HBB;TNFRSF1B;CLU;FGF2;ACOX2;CCN5;CCN4;SNCG;CCN2;CCN1;CRYAB;FERMT2;SNCA;HSPA1A
positive regulation of cellular biosynthetic process (GO:0031328)	27/180	7.7384988077211e-06	0.000497585473336467	27	0.15	IRS1;HBB;IRS2;PTH1R;PKD2;CLU;FGF2;THBS1;GLI2;MYC;CCL19;SNCA;PDGFRB;NIBAN1;EGR1;SMAD3;CCL21;INSR;CIRBP;SAMD4A;APOA1;SORBS1;KLF4;KLF2;SMOC2;ZEB2;FABP3
positive regulation of protein kinase B signaling (GO:0051897)	25/161	8.98296256554552e-06	0.000568135566850403	25	0.15527950310559	CX3CR1;IRS1;IRS2;FGF2;THBS1;RASD2;FGF7;TNFAIP8L3;FYN;CCL19;PDGFRB;PDGFRA;MYOC;CCL21;F10;INSR;GAB1;GAB2;AXL;TEK;GAS6;FERMT2;TSPYL5;ENG;HBEGF
axon guidance (GO:0007411)	29/203	9.57212273110126e-06	0.000595633056396591	29	0.142857142857143	EPHB6;NRP1;ROBO3;NRP2;ROBO4;LAMA2;NTN4;PTPRM;NEXN;IRS2;GLI2;NPTN;FYN;NCAM1;SLIT3;SLIT2;PDLIM7;MAPK3;GAB1;VSTM2L;PRKCA;GFRA1;GAB2;KLF7;CXCL12;DOK5;PALLD;FEZ1;SHANK3
cardiac epithelial to mesenchymal transition (GO:0060317)	8/20	9.77911129394067e-06	0.000598854148762271	8	0.4	ACVRL1;TGFBR3;HEYL;OLFM1;SNAI2;SPRY1;TBX3;ENG
negative regulation of blood vessel morphogenesis (GO:2000181)	16/78	1.08703122760242e-05	0.000655276011889082	16	0.205128205128205	NPR1;SERPINF1;ECSCR;ATP2B4;PTPRM;FOXO4;THBS2;KLF4;HSPG2;THBS1;DCN;CLDN5;ADAMTS1;EMILIN1;TEK;WNT4
negative regulation of cell motility (GO:2000146)	20/114	1.11013616957442e-05	0.000658908514187402	20	0.175438596491228	ACVRL1;NGFR;CLIC4;IGFBP5;CITED2;TPM1;CHRD;MITF;ADARB1;PODN;RHOB;CLDN5;SFRP1;DLC1;DPYSL3;CYP1B1;SLIT2;RECK;VCL;ENG
regulation of ERK1 and ERK2 cascade (GO:0070372)	32/238	1.21876109361388e-05	0.000712421257448843	32	0.134453781512605	NRP1;FLT4;HTR2B;ARRB1;FGF2;RRAS;GLIPR2;PDGFD;KDR;TIMP3;TNFAIP8L3;EMILIN1;CCN2;CCL19;CCN1;MAPK3;PDGFRB;PDGFRA;CCL23;CCL21;DENND2B;PLA2G2A;FN1;PRKCA;NPNT;DUSP26;TGFBR3;HAND2;SPRY1;TEK;GAS6;FERMT2
calcium ion transport (GO:0006816)	20/115	1.27016727172139e-05	0.000731388855865839	20	0.173913043478261	RAMP2;CALCRL;SLC24A3;TRPC4;CACNA2D1;CAV1;TRPC1;ITPR1;ATP2B4;ANK2;ANO6;CACNA1C;PKD2;PKD1;SLC8A1;CACNA1H;SLC8A2;FYN;GAS6;RAMP1
negative regulation of dendritic cell apoptotic process (GO:2000669)	5/7	1.36966267553377e-05	0.000777082147383719	5	0.714285714285714	CXCL12;CCL21;AXL;CCL19;GAS6
axonogenesis (GO:0007409)	32/240	1.44829808926289e-05	0.000809787540344381	32	0.133333333333333	EPHB6;NLGN3;NRP1;ROBO3;NRP2;ROBO4;LAMA2;NTN4;NEXN;IRS2;GLI2;SLITRK3;NPTN;FYN;NCAM1;SLIT3;APBB1;SLIT2;PDLIM7;MAPK3;GAB1;VSTM2L;PRKCA;GFRA1;GAB2;KLF7;CXCL12;DOK5;PALLD;FEZ1;MAP1A;SHANK3
transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	46/404	1.63505335216184e-05	0.000901147976091483	46	0.113861386138614	EPHB6;NRP1;SHC2;NRP2;IRS1;FLT4;ITGB3;IRS2;PLAT;FOXO4;FGF2;FOXO1;SOCS2;GHR;FGF7;APH1B;EFS;PDGFD;KDR;PDK4;FYN;PDK2;MAPK3;PDGFRB;NGFR;PDGFRA;RBFOX2;CAV2;TIE1;INSR;RARRES2;GAB1;VEGFC;VEGFD;SORBS1;NGF;SULF2;TIAM1;MAPK11;NR4A3;AXL;FES;COL4A6;TEK;ANGPTL1;DDR2
negative regulation of cell-substrate junction organization (GO:0150118)	7/16	1.78397692795978e-05	0.000953936878223961	7	0.4375	ACVRL1;DLC1;FAM107A;APOD;ARHGAP6;THBS1;PHLDB2
negative regulation of focal adhesion assembly (GO:0051895)	7/16	1.78397692795978e-05	0.000953936878223961	7	0.4375	ACVRL1;DLC1;FAM107A;APOD;ARHGAP6;THBS1;PHLDB2
negative regulation of blood vessel endothelial cell migration (GO:0043537)	10/34	1.80501275558189e-05	0.000953936878223961	10	0.294117647058824	ACVRL1;HDAC5;MEF2C;STARD13;MMRN2;ATP2B4;MEOX2;KLF4;FGF2;THBS1
negative regulation of signal transduction (GO:0009968)	34/267	2.12046754201063e-05	0.00110550861852392	34	0.127340823970037	KANK2;CX3CR1;LEPROT;PID1;LRP1;IRS1;LRRK2;ARRB1;FGF2;THBS1;GLI3;FSTL3;RGS2;PALM;ENPP1;DACT3;APOD;EMILIN1;TNS2;SNCA;EGFL7;IGFBP5;HIC1;DCN;DKK3;SULF2;NR4A2;SFRP4;SFRP1;CILP;MMRN2;NEURL1;SNAI2;SPRY1
positive regulation of cell migration (GO:0030335)	34/269	2.47949141323099e-05	0.00127545038296602	34	0.12639405204461	NRP1;TWIST2;FAM107A;CLDN1;THBS1;VSIR;MYLK;SYDE1;GLIPR2;PDGFD;PDPN;KDR;ENPP2;CCN4;CCN1;PDGFRB;PDGFRA;MYOC;F10;INSR;CAV1;FN1;GAB1;PRKCA;TIAM1;DAB2;CXCL12;MYADM;PECAM1;SNAI2;CDH13;FERMT2;DDR2;HBEGF
aorta morphogenesis (GO:0035909)	7/17	2.87774850323951e-05	0.00144413114539624	7	0.411764705882353	ACVRL1;PDGFRB;EFEMP2;LRP1;MYLK;TBX2;ENG
regulation of vascular associated smooth muscle cell migration (GO:1904752)	6/12	2.88227315177581e-05	0.00144413114539624	6	0.5	MEF2C;NR4A3;IGFBP5;ADAMTS1;TPM1;PRKG1
platelet aggregation (GO:0070527)	10/36	3.13940992463628e-05	0.00155280044733933	10	0.277777777777778	PDGFRA;CSRP1;ITGB3;STXBP1;FN1;HBB;FLNA;TLN1;MYL9;VCL
positive regulation of epithelial cell migration (GO:0010634)	17/94	3.31546870449498e-05	0.00161912383062552	17	0.180851063829787	NRP1;NRP2;FLT4;ITGB3;PRKCA;ETS1;FGF2;THBS1;RHOB;SMOC2;FGF7;RRAS;GLIPR2;ATOH8;ENPP2;KDR;TEK
lymphatic endothelial cell differentiation (GO:0060836)	5/8	3.47351255804311e-05	0.00167510143111629	5	0.625	ACVRL1;SOX18;TIE1;PDPN;NR2F2
homotypic cell-cell adhesion (GO:0034109)	11/44	3.7480788167445e-05	0.00176342537500003	11	0.25	PDGFRA;CSRP1;ITGB3;STXBP1;FN1;HBB;FLNA;PLPP3;TLN1;MYL9;VCL
positive regulation of cell-matrix adhesion (GO:0001954)	11/44	3.7480788167445e-05	0.00176342537500003	11	0.25	NRP1;EFEMP2;SFRP1;COL16A1;RRAS;CCL21;MYOC;KDR;CDH13;TEK;FERMT2
regulation of gene expression (GO:0010468)	96/1079	3.81728852453442e-05	0.00177434929248841	96	0.0889712696941613	PRDM8;ACVRL1;MYOM1;CALCOCO1;PID1;BTG1;BNC2;CITED2;TCF23;NR3C1;ETS1;CLU;FGF2;VSIR;ACTG2;SLC8A1;SLC8A2;FGF7;EFEMP1;C1QTNF1;TRIM4;SOX18;MYC;SOX15;PRX;KDR;CCN4;EMILIN1;CD34;TRIM22;OSR2;MEF2C;MBNL1;MBNL2;PEG3;ZBTB38;SFMBT2;AVPR2;ANK2;MITF;NGF;HIC1;ACTA2;AR;CLDN5;OLFM1;SFRP4;SFRP1;HAND2;MYADM;PGR;GAS6;ENG;RBMS3;HDAC5;RAMP2;SLC24A3;AHNAK;GATA5;CREBL2;FOXO4;ZBTB4;IFI16;ATOH8;TCEAL1;ZNF502;APBB1;WNT4;MAPK3;EGR1;IL33;GSN;SMAD3;TIPARP;FZD7;INSR;EPHX2;AHNAK2;PDE2A;FN1;ATP2B4;NR1D2;FOXN3;KLF4;SMARCA2;PER1;MAPK11;CILP;WT1;BCL6B;TMEM119;SNAI2;CCDC3;HOXD3;SSBP2;HSPA1A
cardiac muscle cell action potential (GO:0086001)	9/30	3.99115440800465e-05	0.0018115145536567	9	0.3	KCNH2;KCND3;CACNA2D1;DMD;ANK2;CACNA1C;SCN4B;SLC8A1;SCN2B
maintenance of blood-brain barrier (GO:0035633)	9/30	3.99115440800465e-05	0.0018115145536567	9	0.3	CLDN5;LAMA2;PECAM1;DMD;ESAM;CLDN1;JAM2;VCL;JAM3
adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188)	24/165	4.0594087506827e-05	0.00182106964652719	24	0.145454545454545	GNAZ;PTGFR;RAMP2;GABBR1;CALCRL;PTGER2;PDE2A;AVPR2;PTGER3;NPY1R;ADCY4;PTH1R;ADCY8;ADCY5;AKAP12;GNA14;ADGRD1;ADCY9;GRK5;ADGRE5;GPR161;S1PR1;ADGRL4;RAMP1
negative regulation of angiogenesis (GO:0016525)	16/87	4.53076020006319e-05	0.0020091577990625	16	0.183908045977011	NPR1;SERPINF1;ECSCR;ATP2B4;PTPRM;FOXO4;THBS2;KLF4;HSPG2;THBS1;DCN;KLF2;CLDN5;ADAMTS1;EMILIN1;TEK
regulation of pri-miRNA transcription by RNA polymerase II (GO:1902893)	11/45	4.69742130178866e-05	0.00205939220253416	11	0.244444444444444	EGR1;NGFR;JUN;SMAD3;WT1;ATOH8;FOS;NR3C1;KLF4;ETS1;FGF2
positive regulation of cell motility (GO:2000147)	29/221	4.82306040295945e-05	0.00209071539714804	29	0.131221719457014	TWIST2;FAM107A;CLDN1;THBS1;VSIR;MYLK;PDGFD;PDPN;KDR;CCL19;CCN1;PDGFRB;PDGFRA;MYOC;CAVIN1;CCL21;F10;INSR;CAV1;PRKCA;TIAM1;DAB2;CXCL12;MYADM;PECAM1;SNAI2;CDH13;FERMT2;HBEGF
positive regulation of cell-substrate adhesion (GO:0010811)	14/70	5.12919085649209e-05	0.00219871314714961	14	0.2	NRP1;ECM2;MYOC;CCL21;FN1;APOA1;NDNF;NPNT;SFRP1;MYADM;CDH13;FLNA;FERMT2;LIMS2
cellular response to vitamin (GO:0071295)	4/5	5.8231982261906e-05	0.00241568803834875	4	0.8	POSTN;SFRP1;FES;GAS6
negative regulation of metallopeptidase activity (GO:1905049)	4/5	5.8231982261906e-05	0.00241568803834875	4	0.8	LRP1;TIMP2;TIMP3;RECK
negative regulation of T cell migration (GO:2000405)	4/5	5.8231982261906e-05	0.00241568803834875	4	0.8	RIPOR2;LRCH1;APOD;CD200
regulation of cytosolic calcium ion concentration (GO:0051480)	22/148	6.00372197303739e-05	0.002464080784253	22	0.148648648648649	CX3CR1;PDGFRA;PTGFR;SMAD3;CAV2;TRPC4;CAV1;TRPC1;PTGER2;PTGER3;ATP2B4;CACNA1C;TACR1;ADCY8;SLC8A1;SLC8A2;ADCY5;EDNRA;C1QTNF1;PLN;NPTN;CMKLR1
negative regulation of cellular response to growth factor stimulus (GO:0090288)	15/80	6.15826856105049e-05	0.0025009052745824	15	0.1875	HTRA3;CHRD;ATP2B4;CRIM1;FGF2;THBS1;FSTL3;SULF2;SPART;MMRN2;RBPMS2;EMILIN1;SPRY1;SLIT2;NBL1
outflow tract septum morphogenesis (GO:0003148)	8/25	6.43623837948056e-05	0.00258656329875375	8	0.32	NRP1;NRP2;GATA6;PARVA;ZFPM2;TBX2;TGFBR2;ENG
positive regulation of focal adhesion assembly (GO:0051894)	7/19	6.71424424108724e-05	0.00267046951362006	7	0.368421052631579	NRP1;SFRP1;COL16A1;MYOC;KDR;TEK;FERMT2
negative regulation of protein modification process (GO:0031400)	15/81	7.14975338252039e-05	0.00279378414355536	15	0.185185185185185	PPP1R16B;BEX4;PPP1R15A;NIBAN1;PRNP;CRTAP;PID1;LRRK2;ATP2B4;PTPN13;MYADM;DMD;SLIT2;TPPP;PLPP3
regulation of cardiac conduction (GO:1903779)	12/55	7.16911949745932e-05	0.00279378414355536	12	0.218181818181818	NPR1;TRPC1;NPR2;CASQ2;ITPR1;ATP2B4;ABCC9;ANK2;FXYD6;ATP1B2;SLC8A1;SLC8A2
cellular response to organic cyclic compound (GO:0071407)	22/150	7.3733377032201e-05	0.0028322344327627	22	0.146666666666667	EGR1;MEF2C;IGFBP5;TIPARP;LRRK2;PDE2A;NR3C1;PKD2;ADCY8;TFPI;AQP1;ADCY5;AR;SFRP1;HRH1;NR4A3;STING1;FES;WT1;CYP1B1;MGARP;TGM2
negative regulation of protein activation cascade (GO:2000258)	5/9	7.43309688025824e-05	0.0028322344327627	5	0.555555555555556	F8;F10;SERPING1;A2M;TFPI
regulation of transforming growth factor beta receptor signaling pathway (GO:0017015)	17/100	7.48802260606003e-05	0.0028322344327627	17	0.17	SMAD3;CITED2;HTRA3;CAV1;TGFB1I1;LTBP4;THBS1;ASPN;DKK3;TGFBR2;TGFBR3;DAB2;ZEB2;EMILIN1;SPRY1;ENG;HSPA1A
positive regulation of ERK1 and ERK2 cascade (GO:0070374)	24/172	7.980987261065e-05	0.00296421998842048	24	0.13953488372093	PDGFRB;PDGFRA;NRP1;CCL23;CCL21;FLT4;DENND2B;PLA2G2A;HTR2B;PRKCA;ARRB1;NPNT;FGF2;GLIPR2;PDGFD;HAND2;KDR;TNFAIP8L3;CCN2;CCL19;TEK;GAS6;FERMT2;MAPK3
negative regulation of macromolecule metabolic process (GO:0010605)	26/194	8.16650453002948e-05	0.00296421998842048	26	0.134020618556701	ACVRL1;SLC24A3;CITED2;GATA5;FGF2;TCEAL1;ATOH8;KDR;EMILIN1;CD34;WNT4;MEF2C;TIPARP;SFMBT2;ATP2B4;KLF4;CLDN5;OLFM1;SFRP1;CILP;HAND2;MYADM;PGR;CCDC3;ENG;RBMS3
negative regulation of blood coagulation (GO:0030195)	10/40	8.43128546593843e-05	0.00296421998842048	10	0.25	THBD;PDGFRA;F8;C1QTNF1;F10;SERPING1;PLAT;TFPI;A2M;CD34
aorta development (GO:0035904)	6/14	8.45163812146844e-05	0.00296421998842048	6	0.428571428571429	PDGFRB;EFEMP2;LRP1;PDE2A;PKD2;TBX2
negative regulation of cell migration involved in sprouting angiogenesis (GO:0090051)	6/14	8.45163812146844e-05	0.00296421998842048	6	0.428571428571429	HDAC5;STARD13;MMRN2;KLF4;MEOX2;THBS1
negative regulation of smooth muscle cell migration (GO:0014912)	6/14	8.45163812146844e-05	0.00296421998842048	6	0.428571428571429	MEF2C;IGFBP5;LRP1;TPM1;SLIT2;PRKG1
smooth muscle contraction (GO:0006939)	6/14	8.45163812146844e-05	0.00296421998842048	6	0.428571428571429	ACTA2;EDNRA;SMTN;MYH11;SLC8A1;MYLK
vascular endothelial growth factor signaling pathway (GO:0038084)	6/14	8.45163812146844e-05	0.00296421998842048	6	0.428571428571429	NRP1;FLT4;GAB1;KDR;VEGFC;VEGFD
positive regulation of blood vessel endothelial cell migration (GO:0043536)	11/48	8.87983833429497e-05	0.00308634381024414	11	0.229166666666667	STAT5A;MAP3K3;CD40;AKT3;RHOJ;KDR;PRKCA;ETS1;FGF2;THBS1;JCAD
negative regulation of smooth muscle cell proliferation (GO:0048662)	9/33	9.15948702218555e-05	0.00315511615460641	9	0.272727272727273	CNN1;EFEMP2;MEF2C;CDKN1B;IGFBP5;TPM1;OGN;APOD;PRKG1
regulation of granulocyte chemotaxis (GO:0071622)	7/20	9.80306115615127e-05	0.00334692123366651	7	0.35	BST1;IL34;RARRES2;THBS1;CMKLR1;JAM3;MAPK3
positive regulation of cell junction assembly (GO:1901890)	12/57	0.000103584975783657	0.00350553365415217	12	0.210526315789474	NLGN3;NRP1;CLDN5;SFRP1;COL16A1;CLSTN2;MYOC;CAV1;KDR;TEK;FERMT2;LRRC4B
cellular response to vascular endothelial growth factor stimulus (GO:0035924)	9/34	0.000118071132544426	0.00395379389759442	9	0.264705882352941	NRP1;NR4A1;RAMP2;FLT4;KDR;GAB1;VEGFC;GAS1;VEGFD
hemopoiesis (GO:0030097)	16/94	0.000118880272711496	0.00395379389759442	16	0.170212765957447	FLT4;ZBTB16;ZFP36L2;TGFBR2;FSTL3;TGFBR3;MFAP5;SFRP1;MEIS1;IFI16;RRAS;TAL1;KDR;SBDS;TEK;CD34
calcium ion transmembrane import into cytosol (GO:0097553)	10/42	0.000131366176822902	0.00429500601849792	10	0.238095238095238	CCL21;CACNA2D1;HTR2B;ITPR1;ATP2B4;CCL19;PKD2;FGF2;SLC8A1;SLC8A2
positive regulation of epithelial to mesenchymal transition (GO:0010718)	10/42	0.000131366176822902	0.00429500601849792	10	0.238095238095238	CRB2;OLFM1;TIAM1;DAB2;SMAD3;GLIPR2;TGFB1I1;PDPN;FERMT2;TGFBR2
steroid hormone mediated signaling pathway (GO:0043401)	6/15	0.000133810403491344	0.0043381557703328	6	0.4	AR;CALCOCO1;PGR;NR3C1;PLPP1;NR3C2
cyclic purine nucleotide metabolic process (GO:0052652)	7/21	0.000139557271749736	0.004486766286754	7	0.333333333333333	GUCY1B1;ADCY9;NPR1;NPR2;ADCY4;ADCY8;ADCY5
cellular calcium ion homeostasis (GO:0006874)	20/136	0.00014838631514523	0.0047311934200851	20	0.147058823529412	CD40;CCL23;SLC24A3;CAV2;TRPC4;CAV1;TRPC1;HTR2B;ATP2B4;ANK2;PTH1R;ADCY8;SLC8A1;SLC8A2;CXCL12;PLN;ANXA6;NPTN;RGN;CCL19
regulation of phosphatidylinositol 3-kinase activity (GO:0043551)	9/35	0.000150656445175673	0.00476420135645694	9	0.257142857142857	PDGFRB;PDGFRA;CCL21;PIK3IP1;IRS1;TNFAIP8L3;CCL19;TEK;FGF2
regulation of phosphatidylinositol 3-kinase signaling (GO:0014066)	17/106	0.000157281271652869	0.00483060797838078	17	0.160377358490566	PDGFRB;PPP1R16B;PDGFRA;MYOC;INSR;FN1;GAB1;IRS2;PTPN13;FGF2;DCN;SELP;PIK3IP1;PDGFD;KDR;TEK;MAPK3
positive regulation of phosphatidylinositol 3-kinase activity (GO:0043552)	8/28	0.000157764801782265	0.00483060797838078	8	0.285714285714286	PDGFRB;PDGFRA;CCL21;IRS1;TNFAIP8L3;CCL19;TEK;FGF2
protein localization to cell surface (GO:0034394)	8/28	0.000157764801782265	0.00483060797838078	8	0.285714285714286	RIC3;FGF7;FLNA;ANK2;FBLN5;VCL;GPIHBP1;JAM3
regulation of calcium-mediated signaling (GO:0050848)	8/28	0.000157764801782265	0.00483060797838078	8	0.285714285714286	BST1;LRRK2;ITPR1;RGN;CDH13;CD22;SLC8A2;CMKLR1
cellular response to growth factor stimulus (GO:0071363)	22/158	0.000160544638367294	0.00486537074991661	22	0.139240506329114	ACVRL1;STAT5B;NRP1;MEF2C;RAMP2;SMAD3;FLT4;PDE2A;NDNF;NR3C1;KLF4;ZFP36L2;TGFBR2;NR4A1;ZFP36;SFRP1;CLEC3B;CILP;KDR;SNAI2;GAS1;WNT4
cellular response to granulocyte macrophage colony-stimulating factor stimulus (GO:0097011)	4/6	0.000166466806373508	0.00486537074991661	4	0.666666666666667	ZFP36;PDE1B;NPR2;ZFP36L2
positive regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902043)	4/6	0.000166466806373508	0.00486537074991661	4	0.666666666666667	SFRP1;TIMP3;THBS1;ATF3
response to granulocyte macrophage colony-stimulating factor (GO:0097012)	4/6	0.000166466806373508	0.00486537074991661	4	0.666666666666667	ZFP36;PDE1B;NPR2;ZFP36L2
response to heparin (GO:0071503)	4/6	0.000166466806373508	0.00486537074991661	4	0.666666666666667	EGR1;SFRP1;SLIT2;GPIHBP1
taurine metabolic process (GO:0019530)	4/6	0.000166466806373508	0.00486537074991661	4	0.666666666666667	GHR;STAT5A;STAT5B;CDO1
calcium ion homeostasis (GO:0055074)	16/97	0.000173874489372862	0.00504366751880076	16	0.164948453608247	CD40;CCL23;SLC24A3;CAV1;HTR2B;ATP2B4;ANK2;PTH1R;SLC8A1;SLC8A2;JPH2;CXCL12;NPTN;RGN;CCL19;SNCA
aortic valve development (GO:0003176)	9/36	0.000190410772056148	0.00541860963075725	9	0.25	HEYL;ELN;TIE1;GATA5;SNAI2;EMILIN1;SLIT3;SLIT2;TNFRSF1B
positive regulation of apoptotic process (GO:0043065)	35/310	0.00019062129766675	0.00541860963075725	35	0.112903225806452	BTG1;CLU;FOXO1;RASSF2;APH1B;CALHM2;ADAMTSL4;RPS6KA2;MAP3K20;CYP1B1;APBB1;SLIT2;MAP3K5;TGM2;SNCA;NGFR;PRNP;KLF11;JUN;PTGIS;GADD45B;ANO6;FOXL2;NGF;GADD45G;RHOB;CLIP3;SFRP4;TIAM1;OLFM1;SFRP1;DLC1;KCNMA1;NEURL1;ARHGEF6
positive regulation of MAPK cascade (GO:0043410)	32/274	0.000191013714303522	0.00541860963075725	32	0.116788321167883	NRP1;CD40;DIRAS1;FLT4;LRRK2;HTR2B;ARRB1;FGF2;GLIPR2;PDGFD;KDR;TNFAIP8L3;CCN2;CCL19;MAPK3;PDGFRB;PDGFRA;CCL23;CCL21;CAV2;INSR;DENND2B;IL34;PLA2G2A;PRKCA;NPNT;HAND2;TEK;GAS6;FERMT2;JCAD;GSDME
embryonic organ morphogenesis (GO:0048562)	10/44	0.000198854159257967	0.00559984924392142	10	0.227272727272727	MFAP5;OSR2;PDGFRA;EFEMP1;RBPMS2;TCF21;HOXD4;HOXD3;HOXD9;FBN1
dendrite self-avoidance (GO:0070593)	6/16	0.000203393263827195	0.0056452605168728	6	0.375	ROBO3;ROBO4;PALLD;NPTN;NEXN;VSTM2L
platelet-derived growth factor receptor signaling pathway (GO:0048008)	6/16	0.000203393263827195	0.0056452605168728	6	0.375	PDGFRB;NRP1;PDGFRA;NR4A3;PDGFD;PLAT
positive regulation of macromolecule biosynthetic process (GO:0010557)	19/129	0.000210699804915463	0.00580628462402753	19	0.147286821705426	PDGFRB;NIBAN1;IL33;CCL21;IRS1;INSR;CIRBP;SAMD4A;IRS2;SORBS1;KLF4;FGF2;THBS1;GLI2;AR;SMOC2;MYC;KDR;CCL19
positive regulation of signal transduction (GO:0009967)	30/252	0.00021396696655131	0.00585450040393583	30	0.119047619047619	NLGN3;NRP1;CITED2;IRS1;ITGB3;LRRK2;LY96;SLC2A4;PKD2;NPTN;RSPO3;FLNA;RSPO1;CCBE1;PTGIS;CAV2;PRKCA;SORBS1;KLF2;SULF2;KAT2B;SMOC2;SFRP1;EVC;AXL;TEK;GAS6;SHANK3;LIMS2;JCAD
regulation of fat cell differentiation (GO:0045598)	14/80	0.000230390382854187	0.00625947955670039	14	0.175	SMAD3;RARRES2;ZBTB16;CREBL2;FOXO1;ZFP36L2;MEDAG;ZFP36;SFRP1;ENPP1;ZFPM2;FERMT2;CMKLR1;RUNX1T1
regulation of protein kinase B signaling (GO:0051896)	26/207	0.000236833416074151	0.00638953370079772	26	0.1256038647343	CX3CR1;IRS1;IRS2;FGF2;THBS1;RASD2;FGF7;RRAS;TNFAIP8L3;FYN;CCL19;PDGFRB;PDGFRA;MYOC;CCL21;F10;INSR;GAB1;GAB2;AXL;TEK;GAS6;FERMT2;TSPYL5;ENG;HBEGF
positive regulation of chemotaxis (GO:0050921)	10/45	0.000242248636334816	0.00642801375738362	10	0.222222222222222	PDGFRB;NRP1;SMOC2;CCL21;RARRES2;KDR;CDH13;CCL19;FGF2;THBS1
angiogenesis involved in wound healing (GO:0060055)	5/11	0.00024659047073426	0.00642801375738362	5	0.454545454545455	ITGB3;MCAM;KDR;NDNF;CD34
regulation of dendritic cell apoptotic process (GO:2000668)	5/11	0.00024659047073426	0.00642801375738362	5	0.454545454545455	CXCL12;CCL21;AXL;CCL19;GAS6
response to prostaglandin E (GO:0034695)	5/11	0.00024659047073426	0.00642801375738362	5	0.454545454545455	TGFBR3;SFRP1;CCL21;PTGER2;CCL19
vasoconstriction (GO:0042310)	5/11	0.00024659047073426	0.00642801375738362	5	0.454545454545455	ACTA2;EDNRA;EDNRB;HTR2B;SLC8A1
