Term	Overlap	P.value	Adjusted.P.value	Gene_count	Gene_ratio	Genes
lipid transport across blood-brain barrier (GO:1990379)	3/5	0.000786247397563769	0.02199441633011	3	0.6	FABP5;MFSD2A;SLC27A4
ribose phosphate metabolic process (GO:0019693)	3/5	0.000786247397563769	0.02199441633011	3	0.6	NUDT5;TKT;NUDT14
trophoblast giant cell differentiation (GO:0060707)	3/5	0.000786247397563769	0.02199441633011	3	0.6	PLK4;E2F7;E2F8
cellular response to zinc ion (GO:0071294)	5/18	0.000851784231128838	0.0229584857520651	5	0.277777777777778	MT1F;MT1G;ATP13A2;MT1H;MT3
DNA strand elongation (GO:0022616)	5/18	0.000851784231128838	0.0229584857520651	5	0.277777777777778	GINS1;GINS2;MCM7;GINS4;MCM4
microtubule depolymerization (GO:0007019)	5/18	0.000851784231128838	0.0229584857520651	5	0.277777777777778	KIF18A;KIF18B;STMN1;KIF14;KIF2C
regulation of mitotic cell cycle (GO:0007346)	18/178	0.000855623586017352	0.0229584857520651	18	0.101123595505618	FOXA1;UBE2C;NEK6;PLK1;BUB1B;MKI67;CDC25C;PKMYT1;CDC20;CCNB1;UBE2S;EIF4EBP1;CDK1;CKS2;RCC1;NEK2;DLGAP5;MAD2L1
regulation of G2/M transition of mitotic cell cycle (GO:0010389)	16/149	0.000856393624571905	0.0229584857520651	16	0.10738255033557	PLK4;RCC2;PLK1;KIF14;CDC7;HMMR;CDC25C;TUBG1;CDC25A;AURKA;TPX2;CCNB1;CENPF;CDK1;NEK2;DTL
positive regulation of DNA-dependent DNA replication (GO:2000105)	4/11	0.000946124664104374	0.0251544053258163	4	0.363636363636364	CDT1;CDC7;E2F7;E2F8
anaphase-promoting complex-dependent catabolic process (GO:0031145)	11/84	0.00107941442105854	0.0284629196110272	11	0.130952380952381	CDC20;CCNB1;PTTG1;UBE2C;UBE2S;PLK1;CDK1;BUB1B;AURKB;AURKA;MAD2L1
apical junction assembly (GO:0043297)	9/60	0.00113956255667002	0.0298046564618493	9	0.15	CLDN4;CLDN3;MARVELD2;CLDN7;MARVELD3;F11R;ECT2;GRHL2;CRB3
cellular zinc ion homeostasis (GO:0006882)	6/28	0.00114887038186141	0.0298057743423238	6	0.214285714285714	MT1F;MT1G;ATP13A2;MT1H;MT3;SLC39A4
nervous system development (GO:0007399)	34/447	0.00135931670680564	0.0339057829632912	34	0.0760626398210291	MESP1;IGSF8;DLX5;DLX6;SLC2A1;MSI1;WDR62;MST1R;HMGCR;HAPLN3;HAPLN1;ERBB3;CDH1;MDK;ZIC1;NRCAM;NRTN;CHAC1;ECT2;GDF11;MARCKSL1;STIL;ELP3;NAV2;GFRA3;GRHL2;VAX2;PAX8;CDK5;ARTN;FGF19;CSPG5;PAFAH1B3;APBA2
replication fork processing (GO:0031297)	7/39	0.00136983959495939	0.0339057829632912	7	0.179487179487179	PCNA;RAD51;CENPX;DDX11;TONSL;DNA2;TRAIP
positive regulation of ubiquitin protein ligase activity (GO:1904668)	4/12	0.0013701435452993	0.0339057829632912	4	0.333333333333333	CDC20;UBE2C;UBE2S;PLK1
protein localization to condensed chromosome (GO:1903083)	4/12	0.0013701435452993	0.0339057829632912	4	0.333333333333333	CDK1;TTK;KNL1;AURKB
regulation of ventricular cardiac muscle cell action potential (GO:0098911)	4/12	0.0013701435452993	0.0339057829632912	4	0.333333333333333	DSP;DSG2;DSC2;TRPM4
replicative senescence (GO:0090399)	4/12	0.0013701435452993	0.0339057829632912	4	0.333333333333333	CDKN2A;CHEK2;CHEK1;ROMO1
regulation of cell cycle (GO:0051726)	25/296	0.00139023710984317	0.0341404029188204	25	0.0844594594594595	FOXM1;CCNB2;CCNB1;MECOM;CHEK1;PCLAF;MYBL2;DLGAP5;MAP2K6;CDKN2A;NEK6;PLK1;CDC25A;BOP1;CENPF;CDK5;CKS2;BIRC5;CALR;IRF6;PRR11;DTL;FBXL6;CDKN3;SMIM22
regulation of nuclear division (GO:0051783)	5/20	0.00143291964922796	0.034659417380198	5	0.25	RCC1;NEK2;CDC25C;MKI67;PKMYT1
xenobiotic transport (GO:0042908)	5/20	0.00143291964922796	0.034659417380198	5	0.25	ABCC3;SLC7A5;ABCC1;SLC47A1;SLC29A4
bundle of His cell-Purkinje myocyte adhesion involved in cell communication (GO:0086073)	3/6	0.00152118445838784	0.0349546457330977	3	0.5	DSP;DSG2;DSC2
centromeric sister chromatid cohesion (GO:0070601)	3/6	0.00152118445838784	0.0349546457330977	3	0.5	SGO1;BUB1B;BUB1
glomerular epithelial cell differentiation (GO:0072311)	3/6	0.00152118445838784	0.0349546457330977	3	0.5	BASP1;CD24;PROM1
hepatocyte differentiation (GO:0070365)	3/6	0.00152118445838784	0.0349546457330977	3	0.5	E2F7;E2F8;PCK2
maintenance of DNA methylation (GO:0010216)	3/6	0.00152118445838784	0.0349546457330977	3	0.5	HELLS;DNMT1;UHRF1
positive regulation of epithelial cell differentiation involved in kidney development (GO:2000698)	3/6	0.00152118445838784	0.0349546457330977	3	0.5	PAX8;CD24;PROM1
renal filtration cell differentiation (GO:0061318)	3/6	0.00152118445838784	0.0349546457330977	3	0.5	BASP1;CD24;PROM1
DNA duplex unwinding (GO:0032508)	8/51	0.00157960930456565	0.0360397385304093	8	0.156862745098039	RECQL4;PIF1;RAD51;MCM7;DDX11;HMGA1;MCM4;MCM2
zinc ion homeostasis (GO:0055069)	6/30	0.00168046108059669	0.0380707274385885	6	0.2	MT1F;MT1G;ATP13A2;MT1H;MT3;SLC39A4
signal transduction in response to DNA damage (GO:0042770)	8/52	0.00179634080039458	0.0404113870969885	8	0.153846153846154	H2AX;MAD2L2;CHEK2;CHEK1;MYO6;E2F1;CLSPN;E2F7
neuron apoptotic process (GO:0051402)	5/21	0.00181348229623734	0.0405136982430245	5	0.238095238095238	CDK5;ERBB3;BNIP3;GAPDH;TNFRSF21
carbohydrate catabolic process (GO:0016052)	7/41	0.00185583150730187	0.0408918490341788	7	0.170731707317073	GPI;LDHA;TPI1;PKM;ENO1;GAPDH;HK2
gluconeogenesis (GO:0006094)	7/41	0.00185583150730187	0.0408918490341788	7	0.170731707317073	SLC25A1;GPI;TPI1;SLC25A10;ENO1;GAPDH;PCK2
regulation of cell population proliferation (GO:0042127)	51/764	0.00193381145067184	0.0423202138558592	51	0.0667539267015707	TFRC;RTKN2;HILPDA;KIF14;SCX;SIX1;FOXM1;ESM1;SIX4;SOX4;EDN2;NME1;SULT2B1;CLDN3;SAPCD2;TIMELESS;BIRC5;IRF6;EPHA1;SMIM22;UHRF1;LEF1;CDCA7;TGFA;TTK;MST1R;RAB25;ERBB3;EPCAM;NACC1;GCNT2;PRAME;ROMO1;S100A11;E2F7;TRPM4;TFAP2A;EGLN3;CADM4;CDKN2A;HMGA1;CDC7;CDC6;SHCBP1;SQLE;FGF19;FGF18;PTPN6;CALR;EZH2;CDKN3
regulation of DNA replication (GO:0006275)	8/53	0.00203587602700376	0.0442527917491291	8	0.150943396226415	CCNA2;CDT1;PCNA;DSCC1;ESCO2;DNA2;CDC6;S100A11
regulation of double-strand break repair (GO:2000779)	7/42	0.00214411390270585	0.045984096166698	7	0.166666666666667	RAD51AP1;PPP4C;RAD51;DDX11;CHEK1;TIMELESS;FOXM1
translesion synthesis (GO:0019985)	7/42	0.00214411390270585	0.045984096166698	7	0.166666666666667	MAD2L2;PCNA;USP43;POLD1;PCLAF;ISG15;DTL
regulation of lipid metabolic process (GO:0019216)	11/92	0.00227695672998587	0.0485097337772487	11	0.119565217391304	SREBF1;SQLE;SCD;MBOAT7;FASN;APOC1;ABCA7;HMGCR;DHCR7;MACROH2A1;TM7SF2
inorganic anion transport (GO:0015698)	8/54	0.00229983896684078	0.0486748812916236	8	0.148148148148148	TTYH3;RACGAP1;PACC1;ANO8;ANO9;SLC25A10;XPR1;SLC26A6
